"interaction","Kendall","name","NMI","selected","shared interaction","shared name","Spearman","Weight"
"OR4F16","1.0","OR4F29","1.0","false","OR4F16","OR4F29","1.0","1.0"
"RP11-20I23.11","0.91689825","CTD-3126B10.4","0.950151","false","RP11-20I23.11","CTD-3126B10.4","0.91396266","0.9270039200782776"
"AP000350.5","0.81505376","AP000350.6","0.8345776","false","AP000350.5","AP000350.6","0.9403226","0.8633179664611816"
"LINC01293","0.81832","LINC01291","0.77986187","false","LINC01293","LINC01291","0.9489865","0.84905606508255"
"AC093642.3","0.8451613","AC093642.1","0.7067128","false","AC093642.3","AC093642.1","0.9649193","0.838931143283844"
"RP11-557C9.1","0.82501006","RP11-88E18.1","0.66296643","false","RP11-557C9.1","RP11-88E18.1","0.92257226","0.8035162091255188"
"OR52E6","0.8351559","OR52E7P","0.66894436","false","OR52E6","OR52E7P","0.90076065","0.8016203045845032"
"OR14C36","0.8367347","RP11-466J24.1","0.6888873","false","OR14C36","RP11-466J24.1","0.87801045","0.8012108206748962"
"RP11-494M8.4","0.8255809","OR5P4P","0.6266472","false","RP11-494M8.4","OR5P4P","0.9456054","0.7992777824401855"
"ATP8A2P1","0.7920349","RP11-20F24.2","0.66280836","false","ATP8A2P1","RP11-20F24.2","0.91964567","0.7914962768554688"
"RN7SL314P","0.77943486","RP11-20F24.2","0.6757622","false","RN7SL314P","RP11-20F24.2","0.9143148","0.7898373007774353"
"AC093375.1","0.8065694","AC073551.1","0.64439833","false","AC093375.1","AC073551.1","0.91272914","0.7878990173339844"
"FAR2P1","0.80215055","POTEF","0.62291217","false","FAR2P1","POTEF","0.9370968","0.7873864769935608"
"OR8K3","0.76143867","RP11-314N14.1","0.75342774","false","OR8K3","RP11-314N14.1","0.8324045","0.7824236750602722"
"CH507-254M2.1","0.7887931","CH507-254M2.2","0.62684387","false","CH507-254M2.1","CH507-254M2.2","0.91974187","0.7784596085548401"
"OR5P2","0.77090526","OR5P4P","0.63585305","false","OR5P2","OR5P4P","0.925298","0.7773520946502686"
"IGHA1","0.73355293","IGHV3-72","0.66981953","false","IGHA1","IGHV3-72","0.88947165","0.7642814517021179"
"AMMECR1LP1","0.7614794","HS6ST3","0.63624275","false","AMMECR1LP1","HS6ST3","0.894175","0.7639656662940979"
"IGHV3-11","0.7247312","IGHM","0.67099273","false","IGHV3-11","IGHM","0.89354837","0.7630907893180847"
"ZIC1","0.7376344","ZIC4","0.6545845","false","ZIC1","ZIC4","0.8959677","0.7627288699150085"
"OR14A2","0.7680731","RP11-634B7.4","0.5943688","false","OR14A2","RP11-634B7.4","0.9233563","0.7619326710700989"
"SNORA71A","0.76641595","SNORA71C","0.6049496","false","SNORA71A","SNORA71C","0.9144067","0.7619240880012512"
"ANKRD30BP1","0.7486712","RP11-527H14.4","0.6471833","false","ANKRD30BP1","RP11-527H14.4","0.8893081","0.7617208361625671"
"GOLGA2P1","0.736752","ZNF705A","0.6587355","false","GOLGA2P1","ZNF705A","0.88720244","0.7608966827392578"
"ABCF2P1","0.80107385","HSPD1P15","0.6081452","false","ABCF2P1","HSPD1P15","0.8730003","0.760739803314209"
"IGHV3-7","0.7186147","IGHV3-72","0.68686813","false","IGHV3-7","IGHV3-72","0.8761098","0.7605308890342712"
"IGLV2-14","0.7978495","IGHM","0.5572656","false","IGLV2-14","IGHM","0.9217742","0.7589631080627441"
"LINC01019","0.76550645","POTEA","0.644261","false","LINC01019","POTEA","0.8660161","0.7585945129394531"
"LINC00402","0.74623656","PAX5","0.62398213","false","LINC00402","PAX5","0.90443546","0.7582180500030518"
"KLF2P1","0.7717847","POTEF","0.6043707","false","KLF2P1","POTEF","0.89656746","0.7575742602348328"
"FCRL2","0.7376344","PAX5","0.6247988","false","FCRL2","PAX5","0.908871","0.7571013569831848"
"MS4A1","0.7591398","PAX5","0.60221064","false","MS4A1","PAX5","0.9076613","0.7563372254371643"
"LINC01226","0.7290323","LINC01225","0.65317655","false","LINC01226","LINC01225","0.88508064","0.7557631134986877"
"FAM83A","0.72079444","FAM83A-AS1","0.6636988","false","FAM83A","FAM83A-AS1","0.8825433","0.7556788325309753"
"RP11-35J10.6","0.77124184","OR5P4P","0.5793319","false","RP11-35J10.6","OR5P4P","0.91545457","0.7553427815437317"
"OR10AB1P","0.734572","OR5P4P","0.61829543","false","OR10AB1P","OR5P4P","0.90543985","0.7527690529823303"
"ZFP57","0.7587405","MOG","0.590413","false","ZFP57","MOG","0.9090928","0.7527487874031067"
"IGHG3","0.71182793","IGHM","0.669233","false","IGHG3","IGHM","0.8766129","0.7525579333305359"
"SERPINA10","0.7419355","PPP4R4","0.60714376","false","SERPINA10","PPP4R4","0.9052419","0.7514403462409973"
"SNCA-AS1","0.7436807","RP11-165H23.1","0.63058823","false","SNCA-AS1","RP11-165H23.1","0.87485164","0.7497069239616394"
"OR52N3P","0.73050886","OR52N1","0.6654739","false","OR52N3P","OR52N1","0.84253436","0.7461723685264587"
