"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0035249","synaptic transmission, glutamatergic","11/87","111/18870",3.39112139288186e-12,3.48607279188255e-09,2.85568117295314e-09,"SLC17A6/GRID2/UNC13C/CACNG2/GRIN2B/SLC17A7/NLGN1/CACNG7/GRIA4/HTR2A/GRM7",11
"BP","GO:0050803","regulation of synapse structure or activity","13/87","250/18870",1.21638086204286e-10,6.25219763090029e-08,5.12160362965414e-08,"SLC17A6/GRID2/LRRTM1/LINGO2/FRMPD4/NEFL/GRIN2B/SLITRK1/SLITRK2/SLC17A7/LRFN5/NLGN1/CTNNA2",13
"BP","GO:0050808","synapse organization","16/87","483/18870",5.91111442907713e-10,2.0255418776971e-07,1.65926019061814e-07,"GABRA1/GRID2/GABRG2/UNC13C/CACNG2/LRRTM1/LINGO2/SLC8A3/FRMPD4/NEFL/GRIN2B/SLITRK1/SLITRK2/LRFN5/NLGN1/CTNNA2",16
"BP","GO:0050804","modulation of chemical synaptic transmission","15/87","489/18870",6.12638193518059e-09,1.29463258169844e-06,1.06052228687155e-06,"GRID2/UNC13C/CACNG2/LRRTM1/SORCS3/SLC8A3/NEFL/ADCY8/GRIN2B/NLGN1/CACNG7/GRIA4/HTR2A/LGI1/GRM7",15
"BP","GO:0099177","regulation of trans-synaptic signaling","15/87","490/18870",6.29685107829981e-09,1.29463258169844e-06,1.06052228687155e-06,"GRID2/UNC13C/CACNG2/LRRTM1/SORCS3/SLC8A3/NEFL/ADCY8/GRIN2B/NLGN1/CACNG7/GRIA4/HTR2A/LGI1/GRM7",15
"BP","GO:0042391","regulation of membrane potential","14/87","440/18870",1.31102306535667e-08,2.24621951864442e-06,1.84003237243041e-06,"GJD2/GABRA4/GABRA1/GRID2/GABRG2/CACNG2/KCNK10/SLC8A3/GRIN2B/NLGN1/SCN2B/GRIA4/KCNA4/KCNH5",14
"BP","GO:0050807","regulation of synapse organization","11/87","244/18870",1.59047276107285e-08,2.3357228548327e-06,1.91335069001245e-06,"GRID2/LRRTM1/LINGO2/FRMPD4/NEFL/GRIN2B/SLITRK1/SLITRK2/LRFN5/NLGN1/CTNNA2",11
"BP","GO:0007416","synapse assembly","9/87","200/18870",3.54261020302144e-07,4.55225411088254e-05,3.72906337160151e-05,"GABRA1/GRID2/GABRG2/LRRTM1/LINGO2/SLITRK1/SLITRK2/LRFN5/NLGN1",9
"BP","GO:0060078","regulation of postsynaptic membrane potential","8/87","148/18870",4.10077930268531e-07,4.56330668026534e-05,3.73811728876948e-05,"GABRA4/GABRA1/GRID2/GABRG2/SLC8A3/GRIN2B/NLGN1/GRIA4",8
"BP","GO:0051965","positive regulation of synapse assembly","6/87","63/18870",4.43901428041376e-07,4.56330668026534e-05,3.73811728876948e-05,"GRID2/LRRTM1/LINGO2/SLITRK1/SLITRK2/NLGN1",6
"BP","GO:0051963","regulation of synapse assembly","7/87","114/18870",9.56903606656746e-07,8.94269916039214e-05,7.3255778500038e-05,"GRID2/LRRTM1/LINGO2/SLITRK1/SLITRK2/LRFN5/NLGN1",7
"BP","GO:0050806","positive regulation of synaptic transmission","8/87","174/18870",1.39873972875512e-06,0.000119825370096688,9.81571739477274e-05,"CACNG2/LRRTM1/SLC8A3/ADCY8/GRIN2B/NLGN1/CACNG7/LGI1",8
"BP","GO:0051966","regulation of synaptic transmission, glutamatergic","6/87","79/18870",1.7121614996928e-06,0.000135392463206477,0.000110909246943663,"CACNG2/GRIN2B/NLGN1/CACNG7/HTR2A/GRM7",6
"BP","GO:0034765","regulation of monoatomic ion transmembrane transport","11/87","454/18870",7.48744053404706e-06,0.000549792062071455,0.000450372362950199,"DPP6/CACNG2/KCNK10/GRIN2B/ADCYAP1R1/SCN2B/CACNG7/CACNA1E/KCNB2/KCNA4/KCNH5",11
"BP","GO:1901890","positive regulation of cell junction assembly","6/87","106/18870",9.51483575210075e-06,0.000652083410210638,0.000534166217661796,"GRID2/LRRTM1/LINGO2/SLITRK1/SLITRK2/NLGN1",6
"BP","GO:0015800","acidic amino acid transport","5/87","66/18870",1.3285968808696e-05,0.000853623495958716,0.000699261516247156,"SLC17A6/SLC7A14/SLC32A1/SLC17A7/GRM7",5
